date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:42:45	21590/21590	---MCZ	200	added ('OK')	text/html	etag:W/%225456-55071955b1146%22	http://kl-webmedia.com/demo/bromine/services-2.html	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/services-2.html	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:42:46	20337/20337	---MCZ	200	added ('OK')	text/html	etag:W/%224f71-55071955d5368%22	http://kl-webmedia.com/demo/bromine/teachers.html	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/teachers.html	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:42:46	13539/13539	---MCZ	200	added ('OK')	text/html	etag:W/%2234e3-55071955c3a27%22	http://kl-webmedia.com/demo/bromine/teacher-single.html	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/teacher-single.html	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:42:46	18695/18695	---MCZ	200	added ('OK')	text/html	etag:W/%224907-5507195491f79%22	http://kl-webmedia.com/demo/bromine/blog1.html	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/blog1.html	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:42:46	16424/16424	---MCZ	200	added ('OK')	text/html	etag:W/%224028-5507195490fd9%22	http://kl-webmedia.com/demo/bromine/blog2.html	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/blog2.html	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:42:47	10295/10295	---MCZ	200	added ('OK')	text/html	etag:W/%222837-55071954b425b%22	http://kl-webmedia.com/demo/bromine/contact.html	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/contact.html	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:42:47	14434/14434	---M--	200	added ('OK')	image/jpeg	etag:%223862-55071956bda33%22	http://kl-webmedia.com/demo/bromine/assets/images/cart1.jpg	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/images/cart1.jpg	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:42:47	10678/10678	---M--	200	added ('OK')	image/jpeg	etag:%2229b6-55071956dddd4%22	http://kl-webmedia.com/demo/bromine/assets/images/cart2.jpg	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/images/cart2.jpg	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:42:47	2254/2254	---M--	200	added ('OK')	image/png	etag:%228ce-55071957f52a1%22	http://kl-webmedia.com/demo/bromine/assets/images/logo.png	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/images/logo.png	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:42:49	3126/3126	---M--	200	added ('OK')	image/png	etag:%22c36-5507195e3f88d%22	http://kl-webmedia.com/demo/bromine/assets/images/features/feature-1.png	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/images/features/feature-1.png	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:42:50	3526/3526	---M--	200	added ('OK')	image/png	etag:%22dc6-5507195e3f88d%22	http://kl-webmedia.com/demo/bromine/assets/images/features/feature-2.png	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/images/features/feature-2.png	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:42:51	2986/2986	---M--	200	added ('OK')	image/png	etag:%22baa-5507195e61b6e%22	http://kl-webmedia.com/demo/bromine/assets/images/features/feature-3.png	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/images/features/feature-3.png	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:42:52	2988/2988	---M--	200	added ('OK')	image/png	etag:%22bac-5507195e63aae%22	http://kl-webmedia.com/demo/bromine/assets/images/features/feature-4.png	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/images/features/feature-4.png	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:42:52	2547/2547	---M--	200	added ('OK')	image/png	etag:%229f3-5507195e7f030%22	http://kl-webmedia.com/demo/bromine/assets/images/features/feature-5.png	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/images/features/feature-5.png	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:42:53	1732/1732	---M--	200	added ('OK')	image/png	etag:%226c4-5507195bc0daf%22	http://kl-webmedia.com/demo/bromine/assets/images/categories/1.png	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/images/categories/1.png	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:42:54	1961/1961	---M--	200	added ('OK')	image/png	etag:%227a9-5507195bc1d4f%22	http://kl-webmedia.com/demo/bromine/assets/images/categories/2.png	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/images/categories/2.png	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:42:54	2486/2486	---M--	200	added ('OK')	image/png	etag:%229b6-5507195be3090%22	http://kl-webmedia.com/demo/bromine/assets/images/categories/3.png	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/images/categories/3.png	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:42:55	2672/2672	---M--	200	added ('OK')	image/png	etag:%22a70-5507195be4fd0%22	http://kl-webmedia.com/demo/bromine/assets/images/categories/4.png	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/images/categories/4.png	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:42:56	1773/1773	---M--	200	added ('OK')	image/png	etag:%226ed-5507195c00552%22	http://kl-webmedia.com/demo/bromine/assets/images/categories/5.png	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/images/categories/5.png	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:42:57	2124/2124	---M--	200	added ('OK')	image/png	etag:%2284c-5507195c02492%22	http://kl-webmedia.com/demo/bromine/assets/images/categories/6.png	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/images/categories/6.png	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:42:57	2624/2624	---M--	200	added ('OK')	image/png	etag:%22a40-5507195c1f953%22	http://kl-webmedia.com/demo/bromine/assets/images/categories/7.png	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/images/categories/7.png	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:42:58	1912/1912	---M--	200	added ('OK')	image/png	etag:%22778-5507195c208f3%22	http://kl-webmedia.com/demo/bromine/assets/images/categories/8.png	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/images/categories/8.png	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:43:11	76503/76503	---M--	200	added ('OK')	image/jpeg	etag:%2212ad7-5507196315d46%22	http://kl-webmedia.com/demo/bromine/assets/images/popular/1.jpg	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/images/popular/1.jpg	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:43:19	45135/45135	---M--	200	added ('OK')	image/jpeg	etag:%22b04f-5507196410cf2%22	http://kl-webmedia.com/demo/bromine/assets/images/popular/3.jpg	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/images/popular/3.jpg	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:43:19	12608/12608	---M--	200	added ('OK')	image/png	etag:%223140-55071956c2853%22	http://kl-webmedia.com/demo/bromine/assets/images/avatar.png	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/images/avatar.png	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:43:20	17587/17587	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jun%202017%2013:13:20%20GMT	http://kl-webmedia.com/demo/bromine/index.html	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/index.html	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:43:20	1451/1451	---M--	200	added ('OK')	image/png	etag:%225ab-550719617d9f3%22	http://kl-webmedia.com/demo/bromine/assets/images/payments/1.png	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/images/payments/1.png	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:43:20	1353/1353	---M--	200	added ('OK')	image/png	etag:%22549-550719617f933%22	http://kl-webmedia.com/demo/bromine/assets/images/payments/2.png	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/images/payments/2.png	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:43:21	1419/1419	---M--	200	added ('OK')	image/png	etag:%2258b-550719619dd95%22	http://kl-webmedia.com/demo/bromine/assets/images/payments/3.png	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/images/payments/3.png	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:43:21	1207/1207	---M--	200	added ('OK')	image/png	etag:%224b7-550719619fcd5%22	http://kl-webmedia.com/demo/bromine/assets/images/payments/4.png	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/images/payments/4.png	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:43:21	1319/1319	---M--	200	added ('OK')	image/png	etag:%22527-55071961bb256%22	http://kl-webmedia.com/demo/bromine/assets/images/payments/5.png	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/images/payments/5.png	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:43:22	73511/73511	---M--	200	added ('OK')	image/jpeg	etag:%2211f27-550719634c849%22	http://kl-webmedia.com/demo/bromine/assets/images/popular/2.jpg	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/images/popular/2.jpg	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:43:23	3402/3402	---M--	200	added ('OK')	application/javascript	etag:%22d4a-55071967f8d21%22	http://kl-webmedia.com/demo/bromine/assets/libs/rslides/responsiveslides.min.js	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/libs/rslides/responsiveslides.min.js	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:43:27	37045/37045	---M--	200	added ('OK')	application/javascript	etag:%2290b5-5507196c70636%22	http://kl-webmedia.com/demo/bromine/assets/libs/bootstrap/js/bootstrap.min.js	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/libs/bootstrap/js/bootstrap.min.js	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:43:35	41953/41953	---M--	200	added ('OK')	application/javascript	etag:%22a3e1-550719691ec4f%22	http://kl-webmedia.com/demo/bromine/assets/libs/slick/slick.min.js	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/libs/slick/slick.min.js	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:43:35	86709/86709	---M--	200	added ('OK')	application/javascript	etag:%22152b5-550719660aaca%22	http://kl-webmedia.com/demo/bromine/assets/libs/jquery/jquery.js	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/libs/jquery/jquery.js	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:43:35	2740/2740	---M--	200	added ('OK')	application/javascript	etag:%22ab4-5507195a3075c%22	http://kl-webmedia.com/demo/bromine/assets/js/main.js	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/js/main.js	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:43:36	18028/18028	---M--	200	added ('OK')	text/html	etag:%22466c-5507196bf6511%22	http://kl-webmedia.com/demo/bromine/assets/libs/bootstrap/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/libs/bootstrap/fonts/glyphicons-halflings-regular.html	(from http://kl-webmedia.com/demo/bromine/assets/libs/bootstrap/css/bootstrap.min.css)
18:43:39	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-5507196baa24d%22	http://kl-webmedia.com/demo/bromine/assets/libs/bootstrap/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/libs/bootstrap/fonts/glyphicons-halflings-regular.eot	(from http://kl-webmedia.com/demo/bromine/assets/libs/bootstrap/css/bootstrap.min.css)
18:43:39	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-5507196baa24d%22	http://kl-webmedia.com/demo/bromine/assets/libs/bootstrap/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/libs/bootstrap/fonts/glyphicons-halflings-regulard41d.eot	(from http://kl-webmedia.com/demo/bromine/assets/libs/bootstrap/css/bootstrap.min.css)
18:43:43	23424/23424	---M--	200	added ('OK')	application/font-woff	etag:%225b80-5507196bd422f%22	http://kl-webmedia.com/demo/bromine/assets/libs/bootstrap/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/libs/bootstrap/fonts/glyphicons-halflings-regular.woff	(from http://kl-webmedia.com/demo/bromine/assets/libs/bootstrap/css/bootstrap.min.css)
18:43:43	108738/108738	---M--	200	added ('OK')	image/svg+xml	etag:%221a8c2-5507196baa24d%22	http://kl-webmedia.com/demo/bromine/assets/libs/bootstrap/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/libs/bootstrap/fonts/glyphicons-halflings-regular.svg	(from http://kl-webmedia.com/demo/bromine/assets/libs/bootstrap/css/bootstrap.min.css)
18:43:45	38384/38384	---M--	200	added ('OK')	text/html	etag:%2295f0-5507196f25c17%22	http://kl-webmedia.com/demo/bromine/assets/libs/material-design-iconic-font/fonts/Material-Design-Iconic-Font.woff2?v=2.2.0	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/libs/material-design-iconic-font/fonts/Material-Design-Iconic-Fontd1f1.html	(from http://kl-webmedia.com/demo/bromine/assets/libs/material-design-iconic-font/css/material-design-iconic-font.min.css)
18:43:48	45404/45404	---M--	200	added ('OK')	application/font-sfnt	etag:%22b15c-5507196bcf40f%22	http://kl-webmedia.com/demo/bromine/assets/libs/bootstrap/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/libs/bootstrap/fonts/glyphicons-halflings-regular.ttf	(from http://kl-webmedia.com/demo/bromine/assets/libs/bootstrap/css/bootstrap.min.css)
18:43:54	50312/50312	---M--	200	added ('OK')	application/font-woff	etag:%22c488-5507196f113f6%22	http://kl-webmedia.com/demo/bromine/assets/libs/material-design-iconic-font/fonts/Material-Design-Iconic-Font.woff?v=2.2.0	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/libs/material-design-iconic-font/fonts/Material-Design-Iconic-Fontd1f1.woff	(from http://kl-webmedia.com/demo/bromine/assets/libs/material-design-iconic-font/css/material-design-iconic-font.min.css)
18:43:55	7006/7006	---M--	200	added ('OK')	image/png	etag:%221b5e-5507196cf91bd%22	http://kl-webmedia.com/demo/bromine/assets/libs/jquery-ui/images/ui-icons_444444_256x240.png	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/libs/jquery-ui/images/ui-icons_444444_256x240.png	(from http://kl-webmedia.com/demo/bromine/assets/libs/jquery-ui/jquery-ui.min.css)
18:43:57	7074/7074	---M--	200	added ('OK')	image/png	etag:%221ba2-5507196cfdfdd%22	http://kl-webmedia.com/demo/bromine/assets/libs/jquery-ui/images/ui-icons_555555_256x240.png	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/libs/jquery-ui/images/ui-icons_555555_256x240.png	(from http://kl-webmedia.com/demo/bromine/assets/libs/jquery-ui/jquery-ui.min.css)
18:43:58	6313/6313	---M--	200	added ('OK')	image/png	etag:%2218a9-5507196d444e0%22	http://kl-webmedia.com/demo/bromine/assets/libs/jquery-ui/images/ui-icons_ffffff_256x240.png	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/libs/jquery-ui/images/ui-icons_ffffff_256x240.png	(from http://kl-webmedia.com/demo/bromine/assets/libs/jquery-ui/jquery-ui.min.css)
18:43:59	4676/4676	---M--	200	added ('OK')	image/png	etag:%221244-5507196d1f31e%22	http://kl-webmedia.com/demo/bromine/assets/libs/jquery-ui/images/ui-icons_777620_256x240.png	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/libs/jquery-ui/images/ui-icons_777620_256x240.png	(from http://kl-webmedia.com/demo/bromine/assets/libs/jquery-ui/jquery-ui.min.css)
18:44:01	4632/4632	---M--	200	added ('OK')	image/png	etag:%221218-5507196d3f6c0%22	http://kl-webmedia.com/demo/bromine/assets/libs/jquery-ui/images/ui-icons_cc0000_256x240.png	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/libs/jquery-ui/images/ui-icons_cc0000_256x240.png	(from http://kl-webmedia.com/demo/bromine/assets/libs/jquery-ui/jquery-ui.min.css)
18:44:02	7013/7013	---M--	200	added ('OK')	image/png	etag:%221b65-5507196d1f31e%22	http://kl-webmedia.com/demo/bromine/assets/libs/jquery-ui/images/ui-icons_777777_256x240.png	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/libs/jquery-ui/images/ui-icons_777777_256x240.png	(from http://kl-webmedia.com/demo/bromine/assets/libs/jquery-ui/jquery-ui.min.css)
18:44:03	1083/1083	---M--	200	added ('OK')	image/png	etag:%2243b-55071958cdf6c%22	http://kl-webmedia.com/demo/bromine/assets/images/right-arrow.png	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/images/right-arrow.png	(from http://kl-webmedia.com/demo/bromine/assets/css/main.css)
18:44:04	99212/99212	---M--	200	added ('OK')	application/font-sfnt	etag:%221838c-5507196ef5e74%22	http://kl-webmedia.com/demo/bromine/assets/libs/material-design-iconic-font/fonts/Material-Design-Iconic-Font.ttf?v=2.2.0	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/libs/material-design-iconic-font/fonts/Material-Design-Iconic-Fontd1f1.ttf	(from http://kl-webmedia.com/demo/bromine/assets/libs/material-design-iconic-font/css/material-design-iconic-font.min.css)
18:44:04	253669/253669	---M--	200	added ('OK')	application/javascript	etag:%223dee5-55071966f6075%22	http://kl-webmedia.com/demo/bromine/assets/libs/jquery-ui/jquery-ui.min.js	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/libs/jquery-ui/jquery-ui.min.js	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:44:04	7230/7230	---M--	200	added ('OK')	image/png	etag:%221c3e-5507195c3ed55%22	http://kl-webmedia.com/demo/bromine/assets/images/categories/hover-bg.png	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/images/categories/hover-bg.png	(from http://kl-webmedia.com/demo/bromine/assets/css/main.css)
18:44:15	55003/55003	---M--	200	added ('OK')	image/jpeg	etag:%22d6db-550719574e2ba%22	http://kl-webmedia.com/demo/bromine/assets/images/featured-bg.jpg	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/images/featured-bg.jpg	(from http://kl-webmedia.com/demo/bromine/assets/css/main.css)
18:44:25	127214/127214	---M--	200	added ('OK')	image/jpeg	etag:%221f0ee-55071959cecd8%22	http://kl-webmedia.com/demo/bromine/assets/images/woman-laptop.jpg	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/images/woman-laptop.jpg	(from http://kl-webmedia.com/demo/bromine/assets/css/main.css)
18:44:31	102212/102212	---M--	200	added ('OK')	image/jpeg	etag:%2218f44-550719583a805%22	http://kl-webmedia.com/demo/bromine/assets/images/platform-bg.jpg	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/images/platform-bg.jpg	(from http://kl-webmedia.com/demo/bromine/assets/css/main.css)
18:44:35	58355/58355	---M--	200	added ('OK')	image/jpeg	etag:%22e3f3-5507195886ac8%22	http://kl-webmedia.com/demo/bromine/assets/images/ready-bg.jpg	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/images/ready-bg.jpg	(from http://kl-webmedia.com/demo/bromine/assets/css/main.css)
18:44:37	706366/706366	---M--	200	added ('OK')	image/jpeg	etag:%22ac73e-550719611bf6f%22	http://kl-webmedia.com/demo/bromine/assets/images/header-slider/slide-3.jpg	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/images/header-slider/slide-3.jpg	(from http://kl-webmedia.com/demo/bromine/index1.html)
18:44:38	37301/37301	---M--	200	added ('OK')	image/jpeg	etag:%2291b5-5507195cae29a%22	http://kl-webmedia.com/demo/bromine/assets/images/categories-bg/1.jpg	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/images/categories-bg/1.jpg	(from http://kl-webmedia.com/demo/bromine/assets/css/main.css)
18:44:45	58849/58849	---M--	200	added ('OK')	image/jpeg	etag:%22e5e1-5507195cab3ba%22	http://kl-webmedia.com/demo/bromine/assets/images/categories-bg/2.jpg	C:/My%20Web%20Sites/bromine/kl-webmedia.com/demo/bromine/assets/images/categories-bg/2.jpg	(from http://kl-webmedia.com/demo/bromine/assets/css/main.css)
